Author,Born-Died,TITLE,time,TECHNIQUE,LOCATION,LATITUDE,LONGITUDE,DESC,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre,ID
SULLY Thomas,(b. 1783 Horncastle d. 1872 Philadelphia),Queen Victoria,1838,Oil on canvas 143 x 113 cm,Wallace Collection London,51.5170708,-0.15283,Wallace Collection United Kingdom,PointOfInterest,http://www.wga.hu/art/s/sully/victoria.jpg,painting,portrait,American,1801-1850,Romanticism,/s/sully/victoria
SCHARF George,(b. 1788 Mainburg d. 1860 London),The Roadmenders,1838,Wash,British Museum London,51.5194588,-0.126931,British Museum United Kingdom,Museum,http://www.wga.hu/art/s/scharf/roadmend.jpg,graphics,genre,German,1801-1850,Romanticism,/s/scharf/roadmend
KOEKKOEK Barend Cornelis,(b. 1803 Middelburg d. 1862 Cleve),Winter landscape,1838,Oil on canvas 62 x 75 cm,Rijksmuseum Amsterdam,52.3599701,4.885325,Rijksmuseum Netherlands,Museum,http://www.wga.hu/art/k/koekkoek/winterla.jpg,painting,landscape,Dutch,1801-1850,Romanticism,/k/koekkoek/winterla
NUYEN Wijnandus Johannes Josephus,(b. 1813 Den Haag d. 1839 Den Haag),River Landscape with Ruins,1838,Oil on canvas 99 x 141 5 cm,Rijksmuseum Amsterdam,52.3599701,4.885325,Rijksmuseum Netherlands,Museum,http://www.wga.hu/art/n/nuyen/river_la.jpg,painting,landscape,Dutch,1801-1850,Romanticism,/n/nuyen/river_la
KBKE Christen,(b. 1810 Kbenhavn d. 1848 Kbenhavn),View of One of the Lakes in Copenhagen,1838,Oil on canvas 134 x 179 cm,Nationalmuseet Copenhagen,55.6765289,12.5819702,Copenhagen Denmark,city/town,http://www.wga.hu/art/k/kobke/viewlake.jpg,painting,landscape,Danish,1801-1850,Romanticism,/k/kobke/viewlake
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),George Sand,1838,Oil on canvas 79 x 57 cm,Ordrupgaardsamlingen Ordrupgaard,55.7669449,12.5633345,Ordrupgaard Denmark,TouristStructure,http://www.wga.hu/art/d/delacroi/3/312delac.jpg,painting,portrait,French,1801-1850,Romanticism,/d/delacroi/3/312delac
VERNET Horace,(b. 1789 Paris d. 1863 Paris),An Invalid Submitting a Petition to Napoleon at a Parade in the Courtyard of the Tuileries Palace,1838,Oil on canvas 215 x 326 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/v/vernet/horace/petition.jpg,painting,historical,French,1801-1850,Romanticism,/v/vernet/horace/petition
LANDSEER Sir Edwin Henry,(b. 1802 London d. 1873 London),Isaac van Amburgh and his Animals,1839,Oil on canvas 113 x 175 cm,Royal Collection Windsor,42.3178482,-83.0338669,Windsor ON,city/town,http://www.wga.hu/art/l/landseer/edwin/amburgh.jpg,painting,genre,English,1801-1850,Romanticism,/l/landseer/edwin/amburgh
LANDSEER Sir Edwin Henry,(b. 1802 London d. 1873 London),Isaac van Amburgh and his Animals (detail),1839,Oil on canvas,Royal Collection Windsor,42.3178482,-83.0338669,Windsor ON,city/town,http://www.wga.hu/art/l/landseer/edwin/amburgh1.jpg,painting,genre,English,1801-1850,Romanticism,/l/landseer/edwin/amburgh1
LEHMANN Henri,(b. 1814 Kiel d. 1882 Paris),St Catherine of Alexandria,1839,Oil on canvas 152 x 262 cm,Muse Fabre Montpellier,43.6119995,3.8800001,Musee Fabre Hrault France,Museum,http://www.wga.hu/art/l/lehmann/catherin.jpg,painting,religious,French,1801-1850,Romanticism,/l/lehmann/catherin
HESS Peter von,(b. 1792 Dsseldorf d. 1871 Mnchen),The Entry of King Othon of Greece in Athens,1839,Oil on canvas 250 x 415 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/h/hess/peter/nothon.jpg,painting,historical,German,1801-1850,Romanticism,/h/hess/peter/nothon
ROTTMANN Carl,(b. 1797 Handschuhsheim d. 1850 Mnchen),Olympia,1839,Stone 162 x 206 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/r/rottmann/olympia.jpg,painting,landscape,German,1801-1850,Romanticism,/r/rottmann/olympia
SPITZWEG Carl,(b. 1808 Mnchen d. 1885 Mnchen),The Poor Poet,1839,Oil on canvas 36 x 45 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/s/spitzweg/poorpoet.jpg,painting,genre,German,1801-1850,Romanticism,/s/spitzweg/poorpoet
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Hamlet and Horatio in the Graveyard,1839,Oil on canvas 29 5 x 36 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/3/317delac.jpg,painting,other,French,1801-1850,Romanticism,/d/delacroi/3/317delac
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Jewish Wedding in Morocco,1839,Oil on canvas 105 x 140 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/3/319delac.jpg,painting,genre,French,1801-1850,Romanticism,/d/delacroi/3/319delac
ECKERSBERG Christoffer Wilhelm,(b. 1783 Blakrog d. 1853 Kbenhavn),Seated Nude Model,1839,Oil on canvas 45 x 33 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/e/eckersbe/nude_mod.jpg,painting,other,Danish,1801-1850,Neoclassicism,/e/eckersbe/nude_mod
DAHL Johan Christian Clausen,(b. 1788 Bergen d. 1857 Dresden),View of Dresden at Full Moon,1839,Oil on canvas 78 x 130 cm,Gemldegalerie Dresden,51.0536308,13.7408104,Dresden SN Germany,city/town,http://www.wga.hu/art/d/dahl/fullmoon.jpg,painting,landscape,Norwegian,1801-1850,Romanticism,/d/dahl/fullmoon
MULREADY William,(b. 1786 Ennis d. 1863 London),The Sonnet,1839,Oil on canvas 36 x 31 cm,Victoria and Albert Museum London,51.4969101,-0.17206,Victoria and Albert Museum United Kingdom,PointOfInterest,http://www.wga.hu/art/m/mulready/sonnet.jpg,painting,genre,Irish,1801-1850,Romanticism,/m/mulready/sonnet
HBNER Julius,(b. 1806 Oels d. 1882 Loschwitz),Carl Friedrich Lessing Carl Sohn and Theodor Hildebrandt,1839,Oil on canvas 29 x 59 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/h/hubner/friends.jpg,painting,portrait,German,1801-1850,Romanticism,/h/hubner/friends
RICHTER Adrian Ludwig,(b. 1803 Dresden d. 1884 Dresden),Pool in the Riesengebirge,1839,Oil on canvas 63 x 88 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/r/richtera/riesenge.jpg,painting,landscape,German,1801-1850,Romanticism,/r/richtera/riesenge
SPITZWEG Carl,(b. 1808 Mnchen d. 1885 Mnchen),The Poor Poet,1839,Oil on canvas 36 x 45 cm,Staatliche Museen Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/s/spitzweg/poorpoex.jpg,painting,genre,German,1801-1850,Romanticism,/s/spitzweg/poorpoex
KRGER Franz,(b. 1797 Grossbadegast bei Kthen d. 1857 Berlin),Two Cuirassiers from the Regiment of Czar Nicholas I,1839,Oil on canvas 69 x 55 cm,Schloss Charlottenburg Berlin,52.5206413,13.2953253,Schloss Charlottenburg BE Germany,PointOfInterest,http://www.wga.hu/art/k/kruger/cuirassi.jpg,painting,genre,German,1801-1850,Romanticism,/k/kruger/cuirassi
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Christ on the Cross,1839,Graphite,Kunsthalle Bremen,53.0732956,8.8135977,Kunsthalle Bremen HB Germany,TouristStructure,http://www.wga.hu/art/d/delacroi/7/707delac.jpg,graphics,study,French,1801-1850,Romanticism,/d/delacroi/7/707delac
SARAZIN DE BELMONT Louise Josphine,(b. 1790 Versailles d. 1870 Paris),Santa Maria del Sasso near Bibbiena,Y1840,Oil on paper laid down on canvas 11 x 18 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/s/sarazin1/sasso.jpg,painting,landscape,French,1801-1850,Realism,/s/sarazin1/sasso
COLE Thomas,(b. 1801 Bolton-le-Moor d. 1848 Catskill),The Architect's Dream,1840,Oil on canvas 136 x 214 cm,Toledo Museum of Art Toledo Ohio,41.6584282,-83.5593948,Toledo Museum of Art OH,PointOfInterest,http://www.wga.hu/art/c/cole/architec.jpg,painting,other,American,1801-1850,Romanticism,/c/cole/architec
COLE Thomas,(b. 1801 Bolton-le-Moor d. 1848 Catskill),The Architect's Dream (detail),1840,Oil on canvas,Toledo Museum of Art Toledo Ohio,41.6584282,-83.5593948,Toledo Museum of Art OH,PointOfInterest,http://www.wga.hu/art/c/cole/architex.jpg,painting,other,American,1801-1850,Romanticism,/c/cole/architex
HAYTER George,(b. 1792 London d. 1871 London),The Marriage of Queen Victoria 10 February 1840,1840,Oil on panel 20 x 27 cm,Royal Collection Windsor,42.3178482,-83.0338669,Windsor ON,city/town,http://www.wga.hu/art/h/hayter/marriage.jpg,painting,historical,English,1801-1850,Romanticism,/h/hayter/marriage
MARTIN John,(b. 1789 Haydon Bridge d. 1854 Douglas Isle of Man),The Eve of the Deluge,1840,Oil on canvas 143 x 218 cm,Royal Collection Windsor,42.3178482,-83.0338669,Windsor ON,city/town,http://www.wga.hu/art/m/martin/deluge.jpg,painting,landscape,English,1801-1850,Romanticism,/m/martin/deluge
ROBERTS David,(b. 1796 Stockbridge d. 1864 London),A View in Cairo,1840,Oil on canvas 91 x 70 cm,Royal Collection Windsor,42.3178482,-83.0338669,Windsor ON,city/town,http://www.wga.hu/art/r/roberts/cairo.jpg,painting,landscape,Scottish,1801-1850,Romanticism,/r/roberts/cairo
TURPIN DE CRISS Lancelot-Thodore,(b. 1782 Paris d. 1859 Paris),Bay of Naples,1840,Oil on canvas 97 x 146 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/t/turpin/turpin3.jpg,painting,landscape,French,1801-1850,Neoclassicism,/t/turpin/turpin3
AZEGLIO Massimo Taparelli Marquis d',(b. 1798 Torino d. 1866 Torino),Arabs on Horseback,1840,Oil on metal plate 29 x 42 cm,Galleria Palatina (Palazzo Pitti) Florence,43.7650909,11.249855,Palazzo Pitti Tosc. Italy,LandmarkBuilding,http://www.wga.hu/art/a/azeglio/arabs.jpg,painting,landscape,Italian,1801-1850,Romanticism,/a/azeglio/arabs
CAFFI Ippolito,(b. 1809 Belluno d. 1866 at sea),Nocturnal Celebrations in Via Eugenia at Venice,1840,Oil on canvas 27 x 44 cm,Museo d'Arte Moderna Ca' Pesaro Venice,45.4403801,12.3311453,Ca' Pesaro Ven. Italy,LandmarkBuilding,http://www.wga.hu/art/c/caffi/nocturna.jpg,painting,landscape,Italian,1801-1850,Romanticism,/c/caffi/nocturna
CAFFI Ippolito,(b. 1809 Belluno d. 1866 at sea),Snow and Fog on the Grand Canal,1840,Oil on canvas 16 x 42 cm,Museo d'Arte Moderna Ca' Pesaro Venice,45.4403801,12.3311453,Ca' Pesaro Ven. Italy,LandmarkBuilding,http://www.wga.hu/art/c/caffi/snow_fog.jpg,painting,landscape,Italian,1801-1850,Romanticism,/c/caffi/snow_fog
GLEYRE Charles-Gabriel,(b. 1806 Chevilly d. 1874 Paris),Egyptian Temple,1840,Oil on canvas 36 x 49 cm,Muse cantonal des Beaux-Arts Lausanne,46.5195999,6.6322198,Lausanne Switzerland,city/town,http://www.wga.hu/art/g/gleyre/temple.jpg,painting,other,Swiss,1801-1850,Romanticism,/g/gleyre/temple
WEBER Henrik,(b. 1818 Pest d. 1866 Pest),Composer Mihly Mosonyi and his Wife,Y1840,Oil on canvas 84 x 69 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/w/weber/mosonyi.jpg,painting,portrait,Hungarian,1801-1850,Romanticism,/w/weber/mosonyi
HASENCLEVER Johann Peter,(b. 1810 Remscheid d. 1853 Dsseldorf),Hieronymus Jobs at His Exam,1840,Oil on canvas 75 x 91 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/h/hasencle/hierjobs.jpg,painting,genre,German,1801-1850,Romanticism,/h/hasencle/hierjobs
RIEDEL August,(b. 1799 Bayreuth d. 1883 Roma),Judith,1840,Oil on canvas 131 x 96 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/r/riedel/judith.jpg,painting,mythological,German,1801-1850,Romanticism,/r/riedel/judith
WALDMLLER Fedinand Georg,(b. 1793 Wien d. 1865 Helmstreitmhle),Young Peasant Woman with Three Children at the Window,1840,Oil on canvas 85 x 68 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/w/waldmull/young_pe.jpg,painting,portrait,Austrian,1801-1850,Romanticism,/w/waldmull/young_pe
MARASTONI Jakab,(b. 1804 Venezia d. 1860 Pest),Woman Seated before a Mirror,Y1840,Oil on canvas 77 x 60 5 cm,Metsk Galeria Bratislava,48.16359,17.13214,Mestsk 831 03 Bratislava Slovakia,street,http://www.wga.hu/art/m/maraston/woman1.jpg,painting,portrait,Hungarian,1801-1850,Romanticism,/m/maraston/woman1
DANHAUSER Josef Franz,(b. 1805 Wien d. 1845 Wien),Portrait of the Piano-Manufcturer Konrad Graf,1840,Oil on wood 82 x 63 cm,Akademie der bildenden Knste Vienna,48.2084274,16.377821,Vienna,state/province,http://www.wga.hu/art/d/danhause/portrait.jpg,painting,portrait,Austrian,1801-1850,Romanticism,/d/danhause/portrait
CHASSRIAU Thodore,(b. 1819 Sainte-Barbe de Samana d. 1856 Paris),Andromeda and the Nereids,1840,Oil on canvas 92 x 74 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/chasseri/andromed.jpg,painting,mythological,French,1801-1850,Romanticism,/c/chasseri/andromed
CHASSRIAU Thodore,(b. 1819 Sainte-Barbe de Samana d. 1856 Paris),Reverend Father Dominique Lacordaire,1840,Oil on canvas 146 x 107 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/chasseri/reverend.jpg,painting,portrait,French,1801-1850,Romanticism,/c/chasseri/reverend
CHASSRIAU Thodore,(b. 1819 Sainte-Barbe de Samana d. 1856 Paris),Sappho Leaping into the Sea from the Leucadian Promontory,1840,Watercolour over graphite 370 x 228 mm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/chasseri/sappho.jpg,graphics,mythological,French,1801-1850,Romanticism,/c/chasseri/sappho
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),Study,Y1840,Drawing,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/courbet/5/courb503.jpg,graphics,study,French,1851-1900,Realism,/c/courbet/5/courb503
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Shipwreck of Don Juan,1840,Oil on canvas 135 x 196 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/4/403delac.jpg,painting,other,French,1801-1850,Romanticism,/d/delacroi/4/403delac
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),The Entry of the Crusaders into Constantinople,1840,Oil on canvas 410 x 498 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/4/401delac.jpg,painting,historical,French,1801-1850,Romanticism,/d/delacroi/4/401delac
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),The Entry of the Crusaders into Constantinople (detail),1840,Oil on canvas,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/4/402delac.jpg,painting,historical,French,1801-1850,Romanticism,/d/delacroi/4/402delac
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Yound Woman Leaning over a Woman Stretched out on the Ground,1840,Pen and wash 105 x 175 mm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/delacroi/7/708delac.jpg,graphics,study,French,1801-1850,Romanticism,/d/delacroi/7/708delac
GLOVER John,(b. 1767 Houghton-on-the-Hill d. 1849 Launceston Tasmania),A Corroboree in Van Diemen's Land,1840,Oil on canvas 77 x 115 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/g/glover/corrobor.jpg,painting,landscape,English,1801-1850,Romanticism,/g/glover/corrobor
DAUZATS Adrien,(b. 1804 Bordeaux d. 1868 Paris),Passage of the Iron Gates in Algeria,1840,Oil on canvas 150 x 130 cm,Muse des Beaux-Arts Orlans,50.3577156,3.530961,Muse des Beaux-Arts Nord France,HistoricalSite,http://www.wga.hu/art/d/dauzats/algeria.jpg,painting,landscape,French,1801-1850,Romanticism,/d/dauzats/algeria
WALDMLLER Fedinand Georg,(b. 1793 Wien d. 1865 Helmstreitmhle),The Birthday Table,1840,Oil on oak panel 63 x 50 cm,Wallraf-Richartz-Museum Cologne,50.9376488,6.957952,Wallraf Richartz Museum NW Germany,Unknown,http://www.wga.hu/art/w/waldmull/birthday.jpg,painting,still-life,Austrian,1801-1850,Romanticism,/w/waldmull/birthday
RAMBOUX Johann Anton Alban,(b. 1790 Trier d. 1866 Kln),Scene after Piero della Francesca,1840,Watercolour 355 x 613 mm,Museum Kunstpalast Dsseldorf,51.2349892,6.7729902,Museum Kunstpalast NW Germany,Unknown,http://www.wga.hu/art/r/ramboux/zarezzo1.jpg,graphics,religious,German,1801-1850,Romanticism,/r/ramboux/zarezzo1
RAMBOUX Johann Anton Alban,(b. 1790 Trier d. 1866 Kln),Scene after Piero della Francesca,1840,Watercolour 355 x 613 mm,Museum Kunstpalast Dsseldorf,51.2349892,6.7729902,Museum Kunstpalast NW Germany,Unknown,http://www.wga.hu/art/r/ramboux/zarezzo2.jpg,graphics,religious,German,1801-1850,Romanticism,/r/ramboux/zarezzo2
COROT Jean-Baptiste Camille,(b. 1796 Paris d. 1875 Paris),Peasants under the Trees at Dawn,Y1840,Oil on canvas 28 x 40 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/c/corot/corot09.jpg,painting,landscape,French,1801-1850,Realism,/c/corot/corot09
VERNET Horace,(b. 1789 Paris d. 1863 Paris),Judah and Tamar,1840,Oil on canvas 130 x 98 cm,Wallace Collection London,51.5170708,-0.15283,Wallace Collection United Kingdom,PointOfInterest,http://www.wga.hu/art/v/vernet/horace/tamar.jpg,painting,religious,French,1801-1850,Romanticism,/v/vernet/horace/tamar
WILKIE Sir David,(b. 1785 Cults Fife d. 1841 off Malta),Sotiri Dragoman of Mr Colquhoun,1840,Watercolour gouache and oil over pencil 475 x 328 mm,Ashmolean Museum Oxford,51.7554398,-1.2604899,Ashmolean Museum United Kingdom,LandmarkBuilding,http://www.wga.hu/art/w/wilkie/sotiri.jpg,graphics,portrait,Scottish,1801-1850,Romanticism,/w/wilkie/sotiri
CORNET Jacobus Ludovicus,(b. 1815 Leiden d. 1882 Leiden),David Pierre Giottino Humbert de Superville,Y1840,Oil on panel 20 x 16 cm,Rijksmuseum Amsterdam,52.3599701,4.885325,Rijksmuseum Netherlands,Museum,http://www.wga.hu/art/c/cornet/humbert.jpg,painting,portrait,Dutch,1851-1900,Realism,/c/cornet/humbert
WALDMLLER Fedinand Georg,(b. 1793 Wien d. 1865 Helmstreitmhle),Bouquet in an Attic Bell Crater,1840,Oil on panel 58 x 46 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/w/waldmull/bouquet.jpg,painting,still-life,Austrian,1801-1850,Romanticism,/w/waldmull/bouquet
CHARLET Nicolas-Toussaint,(b. 1792 Paris d. 1845 Paris),Soldier and Boys,1840,Oil on canvas 22 x 27 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/c/charlet/soldier.jpg,painting,genre,French,1801-1850,Romanticism,/c/charlet/soldier
COURT Joseph-Dsir,(b. 1797 Rouen d. 1865 Paris),Portrait of Yekaterina Scherbatova,1840,Oil on canvas 165 x 123 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/c/court/yekateri.jpg,painting,portrait,French,1801-1850,Romanticism,/c/court/yekateri
DUPR Jules,(b. 1811 Nantes d. 1889 L'Isle-Adam),Forest Landscape,Y1840,Oil on canvas 39 x 58 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/d/dupre_j/forestla.jpg,painting,landscape,French,1851-1900,Realism,/d/dupre_j/forestla
HILDEBRANDT Ferdinand Theodor,(b. 1804 Stettin d. 1874 Dsseldorf),Children Expecting the Christmas Feast,1840,Oil on canvas 100 x 90 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/h/hildebr/christma.jpg,painting,genre,German,1801-1850,Realism,/h/hildebr/christma
VEIT Philipp,(b. 1793 Berlin d. 1877 Mainz),Allegory of Russia,Y1840,Oil on canvas 121 x 91 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/v/veit/allegory.jpg,painting,mythological,German,1801-1850,Romanticism,/v/veit/allegory
DELACROIX Eugne,(b. 1798 Charenton-Saint-Maurice d. 1863 Paris),Christ on the Lake of Gennezaret (sketch),1841,Oil on canvas 46 x 54 cm,Nelson-Atkins Museum of Art Kansas City,39.0449104,-94.5810089,Nelson-Atkins Museum of Art MO,PointOfInterest,http://www.wga.hu/art/d/delacroi/4/404delac.jpg,painting,religious,French,1801-1850,Romanticism,/d/delacroi/4/404delac
